Unnamed: 0,Label,clean_text,String,encoded_label
676,Non-bullying,kali jogging pas jalan sadar anjing berkeliaran,"Baru kali ini jogging di sini, dan pas di jalan baru sadar di sini banyak anjing berkeliaran",0.0
677,Non-bullying,pengen anjing mirip gini sayang,Pengen anjing kayak gini sayang,0.0
678,Bullying,hp rusak anjing ah,Hp rusak anjing ah,1.0
679,Bullying,si anjing jualan obat wkwk,Si anjing jualan obat.. wkwk,1.0
680,Non-bullying,penyakit anjing gila rabies penyakit menyerang anjing kucing kera dan lain lain,"Penyakit anjing gila atau Rabies :penyakit yang menyerang anjing, kucing, kera dll",0.0
681,Non-bullying,kehadiran orang anjing kucing rumah menyebabkan seekor kucing stres,"Kehadiran orang baru, anjing atau kucing baru, di sebuah rumah dapat menyebabkan seekor kucing menjadi stres.",0.0
682,Non-bullying,anjing menggonggong menggigit orang bicara,Anjing yang menggonggong biasanya tidak menggigit. Orang yang banyak bicara biasanya tidak bisa bekerja.,0.0
683,Non-bullying,kamu mirip anjing kucing setia gampang manja saja,"lu dan aku kayak anjing dan kucing. Yang satu setia, yang satu gampang manja sama siapa aja.",0.0
684,Non-bullying,hyena terkait anjing terkait erat kucing,"Hyena tidak terkait dengan anjing, mereka jauh lebih terkait erat dengan kucing.",0.0
685,Bullying,nyawa kaca anjing,nyawa lebih penting dari pada kaca anjing,1.0
686,Bullying,woyy anjing tolol terus kontolku,Woyy Anjing! TOLOL mulu mirip KONTOLKU!!!,1.0
687,Bullying,anjing akun tolol,ANJING!! AKUN TOLOL,1.0
688,Non-bullying,anjing aing palanya habis bocor bertengkar anjing kampung rebutan cewek,anjing aing palanya habis bocor berantem sama anjing kampung rebutan cewe,0.0
689,Non-bullying,manusia satunya makhluk hidup tertawa hewan anjing kucing tertawa,Manusia bukan satu-satunya makhluk hidup yang bisa tertawa. Hewan seperti anjing dan kucing juga bisa tertawa.,0.0
690,Bullying,eh tahu ni anjing kamu,eh mana tau ni anjing lah kau,1.0
691,Bullying,hai salam kenal pending dpnya cantik orang pending ngapain nih pending dasar anjing delivered,"Hai salam kenal (pending) | DPnya cantik, orang mana? (Pending) | Lagi ngapain nih? (Pending) | Dasar anjing!! (delivered)",1.0
692,Non-bullying,ibu2 bapak2 nenek2 bawa kereta bayi diintip isinya anjing,"banyak ibu2 atau bapak2 atau nenek2 yang bawa kereta bayi, tapi begitu diintip isinya ternyata anjing.",0.0
693,Bullying,kamu suka ama bilang tidak ngejelekin nama w anjing,Kalau lu juga suka ama dia bilang. Gak usah ngejelekin nama w di depan dia. Anjing,1.0
694,Bullying,demen anjing sampai kaya anjing hehe,demen anjing sampe kaya anjing hehe,1.0
695,Non-bullying,hyorin memiliki hewan peliharaan anjing,Hyorin memiliki hewan peliharaan yaitu anjing,0.0
696,Bullying,mukaa kamu passs smaa bulukkk jadi jadiann deh sono anjing babiii,MUKAA LO SAMA DIA PASSS SAMA SMAA BULUKKK JD JADIANN DEH SONO ANJING SAMA BABIII,1.0
697,Bullying,tidak sok ngartis sih anjing sok cantik gaya kamu,"Ga usah sok ngartis sih anjing, jangan sok cantik banyak gaya lu...",1.0
698,Bullying,cwok kaya anjing begitu,cwok kaya anjing gitu,1.0
699,Bullying,efek bergaul anjing kelakuan si nong jadi,efek terlalu sering bergaul sama anjing makanya kelakuan si Nong jdi begitu.,1.0
700,Bullying,dasar anjing,Dasar anjing,1.0
701,Bullying,anjing ni orang mabok stress,anjing ni org mabok atau stress,1.0
702,Bullying,anjing bangsat tai saja,Anjing bangsat tai doang lah,1.0
703,Non-bullying,menjalankan mobil periksa astikan hewan kucing anjing yang berlindung area ban mobil,sebelum menjalankan mobil periksa dan astikan tidak ada hewan seperti kucing atau anjing yg berlindung di area ban atau mobil.,0.0
704,Bullying,si anjing si anjing,SI ANJING SI ANJING,1.0
705,Bullying,kamu perek pemalan pejuh belaga pakai hijab neraka kamu anjing,lo perek pemalan pejuh belaga pake hijab segala. Neraka buat lo anjing,1.0
706,Non-bullying,pahamilah sifat anjing luhur moral beretika tuannya teman penjaga yang setia,"Pahamilah bahwa sifat anjing sangat Luhur moral dan Beretika kepada tuannya, teman dan penjaga yg baik , tentunya Setia",0.0
707,Bullying,ok anjing anak pelacur mak sundal i m coming for u sooner or later,Ok anjing anak pelacur mak sundal?I'm coming for u sooner or later.,1.0
708,Non-bullying,lemah seekor anjing keras gonggongannya,Semakin lemah seekor anjing semakin keras gonggongannya,0.0
709,Bullying,woy tony bangsat are you liverpool shit fan do you know liverpool is fuckin bullshit like city hah anjing,"Woy tony bangsat, are you liverpool shit fan? Do you know liverpool is fuckin bullshit like city hah anjing?",1.0
710,Bullying,anjing si v tolak kamu,Anjing. Daripada sama si v yang nolak lu,1.0
711,Non-bullying,hewan dianugerahi jin keledai anjing,"Beberapa hewan dianugerahi bisa melihat jin, seperti keledai dan anjing",0.0
712,Non-bullying,memiliki kakak perempuan seekor anak anjing,Ia memiliki seorang kakak perempuan dan seekor anak anjing,0.0
713,Non-bullying,negara yurisdiksi memberlakukan sengaja melukai membunuh anjing polisi kejahatan,Di beberapa negara banyak yurisdiksi yang memberlakukan apabila sengaja melukai atau membunuh anjing polisi adalah kejahatan besar,0.0
714,Bullying,anjing bangsat dikenang sampah merindu wes ora peduli,"Terlalu anjing untuk di ingat, terlalu bangsat untuk dikenang, terlalu sampah untuk merindu. Aku wes ora peduli ~",1.0
715,Bullying,flaws on your face looks beautiful with a nice camera camera phone baling anjing hmmm,Flaws on your face looks beautiful with a nice camera. Dapat camera phone baling anjing.. hmmm,1.0
716,Bullying,anjing jilat teman belaiin teman teman dijelekin eh ntahlah,Jangan jadi anjing jilat sana sini . Depan temen belaiin temen . Temen dijelekin malah eh ntahlah,1.0
717,Non-bullying,guinness book of world records anjing terkecil yang adalah seekor yorkshire terrier yang beratnya 2ons usia 2tahun,"Guinness Book Of World Records, anjing terkecil yg pernah ada adlh seekor Yorkshire Terrier yg beratnya hanya 2ons pada usia 2tahun",0.0
718,Bullying,cewek cantik putih mulus sexy sayang dulunya laki haha kaga lucu anjing,Ada cewek cantik putih mulus sexy sayang dulunya laki haha kaga lucu anjing,1.0
719,Bullying,sejenis anjing kamu,Sejenis anjing lah kau,1.0
720,Non-bullying,dokter hewan anjing sakit bau telinganya,Dokter hewan memastikan apa anjing itu sakit atau tidak melalui keadaan dan bau di dalam telinganya.,0.0
721,Bullying,jangan percaya dengan orang suci macam anjing,"jgn pernah percaya dgn org, depan suci tapi belakang mcm anjing",1.0
722,Non-bullying,anjing trah basenji satunya anjing menggonggong menyalak dunia,Anjing trah Basenji adalah satu-satunya anjing yang tidak menggonggong/menyalak di dunia.,0.0
723,Bullying,temenan saya elu pdkt kamu jadian pipi mimi putus anjing goblog,Temenan : gue elu | pdkt: aku lu | jadian: pipi mimi | putus: anjing goblog,1.0
724,Bullying,bising ah anjing,Bising ah anjing,1.0
725,Non-bullying,nurani anjingmu kebanyakan makan anjing babi tingka lakumu tidak bedah bangsat,Nurani anjingmu kebanyakan makan anjing sama babi jadi tingka lakumu ngga bedah jauh bangsat,0.0
726,Bullying,anjing kamu biadal bangsat kamu ulama dirimu,Anjing lu biadal bangsat lu kira ulama seperti dirimu,1.0
727,Bullying,anjing,Kok anjing?!,1.0
728,Non-bullying,anjing laut jalannya pakai perut,Anjing laut jalannya pake perut,0.0
729,Bullying,saya tidur berharap menang eh anjing tahunya pas bangun kalah tidak kntl,"Sama, gue juga Tidur.. dan berharap menang.. eh anjing, taunya pas bangun kalah. Apa ga kntl!",1.0
730,Non-bullying,dikejar anjing pagi pagi nuhun,Dikejar anjing pagi-pagi. Nuhun.,0.0
731,Bullying,sekali2 memang kudu di kasih shock therapy anjing,Sekali2 emang kudu d kasih shock therapy itu anjing,1.0
732,Bullying,ya otak goblok apa2 dikaitin agama tetapi munafik anjing,"ya biasa lah otak goblok, apa2 dikaitin sama agama, tp dia sendiri munafik anjing..",1.0
733,Bullying,morning semoga baik2 saja deh maju kamu anjing,"Morning kalian.,moga kalian baik2 aja deh Maju Lu Sini Anjing",1.0
734,Bullying,woi akun anjing palalu pitak ygvkaya begitu kena pasal modar saja luh nyet cebong,Woi akun anjing palalu pitak sejak kapan ygvkaya gitu kena pasal ? Modar aja luh nyet cebong !,1.0
735,Non-bullying,laika seekor anjing astronot angkasa dunia diluncurkan satelit bumi buatan 1957 pemerintah rusia,Laika adalah seekor anjing astronot luar angkasa pertama di dunia. diluncurkan satelit bumi buatan di tahun 1957 oleh pemerintah Rusia.,0.0
736,Bullying,hipokrit anjing hahahaha,Hipokrit anjing hahahaha,1.0
737,Bullying,tidak sok ngartis sih anjing sok cantik gaya kamu,"Ga usah sok ngartis sih anjing, jangan sok cantik banyak gaya lu.",1.0
738,Bullying,kaya anjing beraninya cewek,kaya anjing beraninya cuma sama cewe,1.0
739,Bullying,mantap anjing,Mantap anjing,1.0
740,Bullying,muka macam anjing,muka mcm anjing,1.0
741,Bullying,saja saya jejeritan anjing,BEGINI DOANG GW JEJERITAN ANJING,1.0
742,Bullying,anjing bangsat gobloq,anjing bangsat gobloq,1.0
743,Bullying,hdh tolong suka keluh friendless dikacangin dan sebagainya memandang rendah sudah jb tidak diwaro sadar kek anjing caper kamu bangsat hih geli,"Hdh itu tolong yang suka ngeluh friendless, dikacangin, dsb yang memandang rendah dirinya padahal udah di jb tapi gak diwaro sadar diri kek anjing caper lo bangsat hih geli.",1.0
744,Non-bullying,binatang anjing gajah pintar memahami gerakan tangan manusia,"Dari semua binatang, hanya anjing dan gajah yang pintar memahami gerakan tangan manusia.",0.0
745,Bullying,malu malu anjing mah malu malu tetap jilat,"Malu malu anjing itu mah, malu malu tetep jilat sana sini.",1.0
746,Non-bullying,anjing menggonggong kafilah,Anjing menggonggong kafilah berlalu,0.0
747,Bullying,babi nangis anjing,Babi buat aku nangis anjing,1.0
748,Bullying,kepala kamu hahahahaha anjing,Kepala mana kau hahahahaha. Anjing.,1.0
749,Bullying,dalam tubuh frank ocean apaansih anjing suaranya bagus sekali nangis 7 malam,DI DALEM TUBUH FRANK OCEAN ADA APAANSIH ANJING SUARANYA BAGUS BANGET NANGIS 7 MALEM,1.0
750,Bullying,bangsat polisi anjing ya allah tolonglah yang teraniaya,Bangsat polisi anjing . Ya Allah tolonglah kami yg teraniaya,1.0
751,Bullying,anjing kzl,Anjing kzl,1.0
752,Non-bullying,anak anak anjing dalmatian terlahir murni putih polos spot spot berwarna hitam muncul berkembang seiring dewasa,"Anak-anak anjing Dalmatian terlahir murni putih polos, spot-spot berwarna hitam muncul dan berkembang seiring dengan mereka dewasa.",0.0
753,Bullying,anjing ya gausa dengar omongan orang bgst,Anjing ya gausa denger omongan orang bgst,1.0
754,Bullying,gede sekali barangnya anjing,GEDE BANGET BARANGNYA ANJING,1.0
755,Bullying,kalau teman anjing gimana,kalo temen yang anjing gimana? boleh?,1.0
756,Bullying,kaya tai congor muka lebar kaya anjing,kaya tai congor muka lebar kaya anjing,1.0
757,Bullying,salah colok anjing,Salah colok anjing,1.0
758,Bullying,teman mirip anjing yaallah,TEMAN KAYAK ANJING YAALLAH,1.0
759,Bullying,kardiograf anjing,kardiograf anjing!,1.0
760,Bullying,sumpah lupa kemarin ngapain saja anjing,sumpah lupa kemarin ngapain aja anjing,1.0
761,Bullying,apanya dibaca anjing kalah kalah saja alasan bacot,"Apanya yang perlu dibaca anjing!! Kalah kalah aja, banyak alasan bacot!!",1.0
762,Bullying,kamu mukanya kaya anjing,tapi lu mukanya kaya anjing,1.0
763,Bullying,anjing bgst omongan cowok cowok kumpul ehh tidak kebanyakan teman begitu si iya,"Anjing bgst adalah omongan para cowok cowok kalau lagi kumpul, ehh gak dong tapi kebanyakan temen saya gitu, saya si iya juga",1.0
764,Bullying,saya tidak melihara tetapi banyak anjing koceng online saja pas ngeliat senang sangat kalau dibolehin melihara benar ya,"gue ga melihara tp punya banya anjing koceng online aja pas ngeliat rasanya seneng bgt, apalagi kalo dibolehin melihara beneran ya:'",1.0
765,Bullying,saja supir angkot w bilang kiri tetapi sangat tidak berenti2 terus wey anjing tidak waras sangat sudah,"ADA ADA AJA SUPIR ANGKOT W BLG KIRI, TP LAMA BGT GA BERENTI2 TRS MALAH 'WEY ANJING' GA WARAS BGT DAH",1.0
766,Non-bullying,spngetahuan saya sih kalau anjing di dalam di rumah malaikat juga tidak msuk,Spngetahuan gw sih klu ada anjing d dlm drmh malaikat jg gk mau msuk.,0.0
767,Bullying,sudah 18x masuk twiter game anjing,udah 18x saya masuk twiter game anjing,1.0
768,Bullying,anjing tukang fitnah kamu pendukung yang didukung saja tukang hoax fitnah,"Anjing tukang fitnah lo, memang pendukung sama yg didukung sama aja, tukang hoax dan fitnah!!",1.0
769,Bullying,kesal sekali anjing tidak ingat ingat kemarin memikirkan huhhhhhhhhhh gedek sekali,kesel banget anjing ga inget inget kemaren mikirin apa huhhhhhhhhhh gedek banget,1.0
770,Bullying,pokoknya anjing yang lebay bodo makan rumor kaya begitu bub saya tidak mau mutual kaya begitu tai,"Pokoknya anjing lah kalian yg pada lebay. Bodo amat yang ke makan rumor kaya gitu, BUB gua sekarang!!! Gamau punya mutual kaya gitu. Tai.",1.0
771,Non-bullying,golden retriever anjing jaga rumah saja dengan maling gonggong sebentar buntutnya menari2,Yang pasti golden retriever bukan anjing untuk jaga rumah. Dia sama siapa aja baik termasuk dng maling mungkin. Paling gonggong sebentar terus buntutnya menari2.,0.0
772,Bullying,lelaki bangsat lelaki kardus lelaki anjing kaloo ceweee kamu tidak gosahh dipaksaa anjeng genugg nihh,LELAKI BANGSAT LELAKI KARDUS LELAKI ANJING !!! KALOO CEWEEE LU GAK MAU GOSAHH DIPAKSAA ANJENG !!! GENUGG JUGA NIHH !!!,1.0
773,Bullying,apasi anjing terserah saya tidak suka unfoll bebas,Apasi anjing terserah gue ga suka unfoll bebas,1.0
774,Bullying,kamu saya gendong anjing,sini lu gua gendong anjing,1.0
775,Bullying,lari jantung pecah anjing,Sekali lari jantung ke mau pecah anjing,1.0
776,Bullying,ngatain orang sok inggris kamu men kalau bilang terima kasih tetap bilang terima kasih bro ah munafik anjing,"Ngatain orang sok inggris lu men, tapi dia sendiri kalo bilang makasih tetep bilang thanks bro, ah munafik anjing",1.0
777,Bullying,muka kamu sudah kaya berak anjing tong,Muka lo udah kaya berak anjing Tong!,1.0
778,Bullying,cari mutual twitter ig ena cari twitter sumpa ig sudah follbck unfoll anjing memang,Nyari mutual di twitter sama di ig ena nyari di twitter sumpa di ig udah di follbck malah di unfoll anjing emang,1.0
779,Bullying,masi pagi si anjing,masi pagi si anjing,1.0
780,Bullying,peler anjing bacot kamu anjing duel ama saya kamu anjing,Peler anjing... banyak bacot Lo anjing... Duel ama gw Lo anjing...,1.0
781,Non-bullying,kasih saya pencerahan nikmatnya lari pagi dihari minggu melihat cewek bening bawa anjing,"Kasih gua pencerahan, apa nikmatnya lari pagi dihari minggu selain ngeliatin cewek bening bawa anjing?",0.0
782,Bullying,kenapasih orang orang rumah kek anjing sangat,Kenapasih org org rumah kek anjing bgt hari ini.,1.0
783,Bullying,folow anjing komen saja,Folow anjing jangan komen doang,1.0
784,Bullying,kesal bacanya anjing kaya baca puisi,"Kesel bacanya anjing, kaya baca puisi",1.0
785,Non-bullying,emosi nih kucing tetangga hobinya mengendap2 masuk balkon rumah nyolong makanan anjing,"emosi nih sama kucing tetangga , hobinya mengendap2 masuk ke balkon rumah terus nyolong makanan anjing saya",0.0
786,Bullying,astaga pagi pay kamu aku anjing,Astaga masih pagi pay kau membuat ku ingin berkata anjing,1.0
787,Bullying,sumpah saya kesal sudah lihat video mencari pendidikan berkarakter pendidikan barbar anjing,"Sumpah gw kesel amat dah lihat video ini, bukannya mencari pendidikan berkarakter tetapi pendidikan barbar anjing!!!",1.0
788,Bullying,anjing ah ketawaaa,ANJING AH KETAWAAA,1.0
789,Bullying,anjing tolol kamu goblog,ANJING TOLOL lu GOBLOG,1.0
790,Bullying,memang anjing biadab kali polisi anjing,"Emang anjing ini, biadab kali polisi anjing",1.0
791,Bullying,tuhan kamu bertengkar terus anjing ngapain sih,demi tuhan lu semua berantem mulu anjing ngapain sih,1.0
792,Bullying,nurani bukan manusia tetapi binatang anjing,Mana punya nurani mereka.. Mereka bkn manusia tp binatang!! Anjing..,1.0
793,Bullying,hijrah tetapi melihat video polisi jadi kaga kaya anjing,"mau hijrah tp ngeliatin video polisi jd kaga jadi, pada kaya ANJING soalnya",1.0
794,Bullying,woy anjing anjing kurapan elu memang bangsat mampus kamu liat saja,Woy anjing anjing kurapan.. elu emang bangsat .... Mampus kau liat aja nanti,1.0
795,Non-bullying,pacar anjing beda ya anjing tidak tahu sabar always tunggu majikannya pulang pacar capai tunggu orang yang disayang,"pacar sama anjing beda ya, anjing gak tau sabar makanya always nungguin majikannya pulang tapi pacar capek nungguin terus orang yg disayang",0.0
796,Bullying,mirip nonton bokep munafik kamu anjing,kalian kayak tidak pernah nonton bokep semua saja munafik lo anjing.,1.0
797,Bullying,beda 1000 anjing,Cuma beda 1000 anjing,1.0
798,Bullying,pukimak india babi ni,pukimak punya india babi ni,1.0
799,Bullying,apasi anjing,Apasi anjing,1.0
800,Bullying,saja anjing yang saya tertawa pagi pagi gini asu wkwkwk,"Ada aja anjing yg buat gue ketawa pagi pagi gini,asu lah wkwkwk",1.0
801,Non-bullying,pagi awali dikejar anjing,"pagi ini di awali dengan, dikejar anjing...",0.0
802,Bullying,anjing pantas barang yang dikirim saya rusak,Anjing pantesan barang yg dikirim ke gua rusak!!,1.0
803,Bullying,pagi pagi sudah emosi anjing,PAGI PAGI DAH EMOSI ANJING,1.0
804,Bullying,tolol anjing,TOLOL ANJING,1.0
805,Bullying,hahaha orang dirumah ninggal aing sakit pergi liburan jogja hahaha anjing,"hahaha dan akhirnya semua orang dirumah ninggal aing yang lagi sakit, dan pergi liburan ke jogja sendiri hahaha , anjing",1.0
806,Bullying,sampah si anjing,Sampah si anjing,1.0
807,Bullying,kara mengumpat anjing tai babi,Kara ingin mengumpat Anjing tai babi,1.0
808,Bullying,dingin bat anjing bodo tidak mandi saja saya,"Dingin bat anjing, bodo amat lah ga mandi aja gua",1.0
809,Bullying,anjing pagi emosi saya bacanya balas nder kontol kamu najis anjing amit amit,"anjing masih pagi, emosi gw bacanya bales nder: kontol lu najis anjing amit amit",1.0
810,Bullying,malu anjing pakai ojek tuh bayarnya pakai gopay,Malu anjing. Biasanya pake ojek tuh bayarnya pakai gopay.,1.0
811,Non-bullying,nitip anjing fotonya temu reddit,"Nitip anjing, fotonya nemu di reddit",0.0
812,Bullying,ganggu sangat anjing pengen saya penggal,ganggu bgt anjing pengen gue penggal,1.0
813,Bullying,anjing yang bawa mobilnya buta matanya,"Anjing betul yg bawa mobilnya, buta matanya",1.0
814,Bullying,capai ah bangsat bikin males pagi2 saja anjing kamu,capek ah bangsat bikin males pagi2 aja anjing lo,1.0
815,Bullying,anjing tidak main twitter kak,Anjing gak main twitter kak,1.0
816,Bullying,bloon anjing,Bloon anjing,1.0
817,Bullying,anjing kamu hina mama kamu,Anjing kau. Yang hina itu mama kau.,1.0
818,Bullying,anjing kamu hahahahah,ANJING LO HAHAHAHAH,1.0
819,Bullying,anjing terbahak-bahak,anjing ngakak,1.0
820,Bullying,yeee anjing sudah livestream 1 jam cancel karena cuaca,"Yeee anjing,udah livestream 1 jam lebih malah di cancel karna cuaca",1.0
821,Non-bullying,takut anjing cynophobia,Takut Anjing = Cynophobia,0.0
822,Bullying,bisalah om meteka menggonggong bicaranya gaya anjing peking,"Bisalah om, kan meteka menggonggong bicaranya, gaya anjing peking",1.0
823,Bullying,dih anjing sangat setannya ruqyah,dih anjing bgt setannya minta di ruqyah,1.0
824,Bullying,sombong nih orang anjing,Sombong amat nih org anjing,1.0
825,Bullying,anjing sumpahw tadu yang reply mba tara ganti dp om2 buru,Anjing sumpahw kira td yg reply mba tara. Ganti dp om2 lagi buru,1.0
826,Bullying,culun bet w anjing,"culun bet w, anjing",1.0
827,Bullying,keripik kaca maksud saya anjing suuzon terus kamu saya,keripik kaca maksud gua anjing suuzon mulu lu sama gua,1.0
828,Non-bullying,benar sekali mba suka gangguin anjing tetangga dikejernya,"Bener banget mba, dulu aku suka gangguin anjing tetangga terus aku dikejernya",0.0
829,Bullying,kalau tidak anjing sama bgst itu ky saja ketik grup,kalo g ada anjing sm bgst tu ky kurang aja ngetik di ini grup,1.0
830,Bullying,lgbt lgbt tai anjing kaga ngedukung dibilang tidak berperikemanusiaan tai,"LGBT LGBT tai anjing, kaga ngedukung dibilang ga berperikemanusiaan. Tai lah",1.0
831,Bullying,loh mulainya jam stengah 7 kek sih anjing sekolahku,"loh, mulainya jam stengah 7? kek apa sih anjing sekolahku ini",1.0
832,Bullying,wkwkwkwk memang ngapain anjing orang tidak ngapa2in,WKWKWKWK EMG NGAPAIN ANJING????ORG GA NGAPA2IN,1.0
833,Bullying,anjing kek tidak ada akhlak sangat,makanya anjing kek gada akhlak bgt,1.0
834,Non-bullying,dunia nyata tokoh liciknya anjing kucing,Di dunia nyata juga ada tapi tokoh liciknya yang anjing bukan kucing.,0.0
835,Bullying,anjing ngespill tetapi males,anjing rasanya mau ngespill tp males,1.0
836,Bullying,anjing diam saja abangnya tolol sudah mending kalau ginian tidak usah nonton biar berhenti abangnya juga cari nafkah dengan saja,Anjing kenapa diem aja abangnya tolol. Udah mending kl ada ginian gausah nonton. Biar berenti abangnya jg cari nafkah dgn cara lain aja.,1.0
837,Bullying,dasar anak anjing,Dasar anak anjing,1.0
838,Bullying,mati saja kamu anjing,Mati aja lo anjing,1.0
839,Bullying,kalau cewek cantik tidak bicara kasar berhubung tidak cantik trobos saja anjing,"Katanya kalo cewe cantik gak boleh ngomong kasar,berhubung aku gak cantik trobos ajalah anjing",1.0
840,Bullying,yang goodlooking tetapi sok2 an insecure biar si anjing,itu yg goodlooking tpi sok2 an insecure biar apa si anjing?,1.0
841,Bullying,pagi sudah mirip anjing saja hidup,masih pagi tapi udah kayak anjing aja ini hidup,1.0
842,Bullying,weh anjing saya diam saja disalahin,weh anjing gue diem doang disalahin,1.0
843,Bullying,tidak ada otak anjing,Gaada otak anjing,1.0
844,Bullying,anjing asli goblok sudah saya kasih tahu panggil pakai real name saya saja tolol tidak bisa sangat mencoba belajar hargain orang,Anjing asli goblok udh sering gua kasih tau buat jangan manggil pake real name gua masih aja. Tolol. Gabisa bgt mencoba belajar hargain orang,1.0
845,Bullying,guys sctv teh nct benar indo gimana saya kesal sekali anjing nct perform lagu ngapain diselipin reaction artis indo ah tidak jelas sangat,guys itu sctv teh nct beneran ke indo apa gimana? gua kesel banget anjing nct perform cuma satu lagu ngapain diselipin reaction artis indo ah gajelas bgt,1.0
846,Bullying,janji anjing babi bangsat,janji anjing babi bangsat,1.0
847,Bullying,kecewa sctv scene tidak ngotaknya anjing dipikir dih,aku kecewa sama sctv banyak scene ga ngotaknya anjing dipikir apaan dih,1.0
848,Bullying,sumpah ya tuh sudah ganteng pakai item2 kameranya tidak gaya eh si anjing nyorot audience,"sumpah ya ini tuh mereka udah ganteng pake item2, kameranya juga ga banyak gaya, EH SI ANJING MALAH NYOROT AUDIENCE",1.0
849,Bullying,oh elu anjing pantas so nice hap nya kenalin sama saya,"Oh elu anjing, pantesan. Mana sini so nice sekali hap nya, kenalin sm gua",1.0
850,Bullying,anjing sekali ya pagi2 saya care teman sangka jelek kalau tidak kuat minum tidak usah minum sudah mabok mah berabe njing,Anjing banget ya pagi2 gw care sama temen malah di sangka jelek. Makanya kalo ga kuat minum gausah minum udh mabok mah berabe njing!!!,1.0
851,Bullying,bodo anjing,Bodo amatlah anjing,1.0
852,Bullying,kondisi di mana khawatirin si senang senang babi namanya,"Misalnya ada suatu kondisi dimana kita lagi khawatirin si dia, tapi dia malah seneng-seneng sama yang lain. Itu babi namanya.",1.0
853,Bullying,itu ah babi kamu din,"tu ah, babi betul. kau pukul din",1.0
854,Bullying,ups muka babi ngepet ditayangin lagi,ups... muke babi ngepet ditayangin lg,1.0
855,Bullying,pagi pagi sudah babi,pagi pagi dah jadi babi,1.0
856,Bullying,babi ngepet,BABI NGEPET !!!,1.0
857,Bullying,babi la cok samaaaa,Babi la cok tak samaaaa,1.0
858,Bullying,dasar babi,DASAR BABI,1.0
859,Bullying,caper tolol babi tunggu kamu semester,caper tolol babi saya tunggu lu di semester tinggi,1.0
860,Bullying,bangga tinggal nyebutin aneh nih otak babi,Padahal harusnya bangga tinggal nyebutin... aneh nih otak babi,1.0
861,Bullying,kukira kamu rumah kandang babi,kukira kau rumah ternyata kandang babi,1.0
862,Bullying,apasih ngentot kontol asu babi memek ginian saja kamu share base anjay,"apasih ngentot kontol asu babi memek, ginian aja lu share di base. anjay.",1.0
863,Bullying,umur segini si babi,Kenapa harus umur segini si babi,1.0
864,Non-bullying,cinta monyet cie wkwk,Cinta monyet cie wkwk,0.0
865,Bullying,heh kontol jan sok pemes kamu rp muka kek memek orang tua kamu kek monyet agama kamu saja agama kontol,"heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol",1.0
866,Non-bullying,orang monyet revolusi manusia monyet manusia berjalan tegak,Orang melihat monyet adalah revolusi dari manusia karena monyet dan manusia dapat berjalan tegak.,0.0
867,Bullying,kamu maenin cewek saya kasih monyet cewek biar puas,Lo mau maenin cewe? gue kasih monyet cewe sini biar puas,1.0
868,Non-bullying,harapan kamu sih tahun monyet api share harapan kamu bareng bear brand,Harapan km apa sih di thn Monyet Api ini? Share dong harapan km di bareng BEAR BRAND,0.0
869,Non-bullying,sifat monyet yang gesit pintar monyet api penuh keceriaan optimisme semangat bareng bear brand,"Seperti sifat monyet yg gesit dan pintar,tahun monyet api bakal penuh keceriaan, optimisme dan semangat bareng BEAR BRAND",0.0
870,Bullying,alay kamu monyet,Alay lo monyet.,1.0
871,Non-bullying,shio baekhyun monyet,Shio baekhyun itu Monyet,0.0
872,Non-bullying,topeng monyet tontonan sudah jarang sekali peminatnya,Topeng monyet ... Tontonan yang udah jarang banget . tapi peminatnya masih banyak,0.0
873,Non-bullying,saya gatau kamu habis ketiban anak monyet terhura nih saya thankyou so much looooo njir,"gue gatau lo abis ketiban anak monyet jadi begini, terhura nih gue. thankyou so much buat looooo njir",0.0
874,Non-bullying,disaat serius nya main main disaat main main nya serius dasar cinta monyet,"Disaat kita serius dia nya main-main,disaat kita main-main dia nya serius. Dasar cinta monyet",0.0
875,Bullying,monyet congrats woi,MONYET CONGRATS WOI,1.0
876,Bullying,pacar monyet ko hobinya nge gantungin kamu terus sudah putusin saja makan hati,Itu pacar apa monyet. Ko hobinya nge gantungin lu mulu. Udah putusin aja daripada makan hati,1.0
877,Non-bullying,doktrin darwin iman buktikan monyet yang sekarang berbicara,"doktrin darwin sebagai iman anda, seharusnya anda bisa buktikan bahwa monyet yg ada skrg sudah bisa berbicara",0.0
878,Non-bullying,bot temennya dora monyet ya,Bot itu bukannya temennya dora yang monyet ya?,0.0
879,Non-bullying,tinggal indonesia barrack obama memelihara monyet bernama tata,"Saat tinggal di Indonesia, Barrack Obama pernah memelihara monyet bernama Tata.",0.0
880,Non-bullying,_waktu sekolah mah actual cinta monyet haha yakan tidak kasihan hati nutrijell saya yah saya alay,_waktu sekolah mah actual cinta monyet haha. yakan ga kasian apa mereka sama hati nutrijell gue yah gue alay,0.0
881,Non-bullying,terlibat cinta monyet abg pacaran pohon mencari kutu kepala,"Terlibat Cinta Monyet, Dua ABG Ini Pacaran di Atas Pohon Sambil Mencari Kutu di Kepala",0.0
882,Non-bullying,suka suka sih mama bilang cinta monyet,"Aku suka dia, sama dia juga suka. Tapi kenapa sih mama bilang kalau ini cinta monyet",0.0
